"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"8127",8128,8128,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000226,3156,1.29,0.0145420012377939,2.2,1.22754165960694,"tachve"
"8132",8133,8133,"Tachigali panamensis","WrightBCI2007","BCI50ha",NA,66360,NA,0.654,29.8530322767254,416.097991445033,"tachve"
"8133",8134,8134,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000419,539186,1.21,0.0180079149264983,2.35,0.982647442707853,"tachve"
"8134",8135,8135,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000224,227794,1.3,0.0183639347635522,3.25,1.80923779447812,"tachve"
"8135",8136,8136,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000224,232542,1.3,0.0198118550368208,3.55,0.783424233735624,"tachve"
"8139",8140,8140,"Tachigali panamensis","MullerLandauBCI2014","BCI50ha",20150522,172362,3.8,0.674,31.03800011,252.656477111502,"tachve"
"8145",8146,8146,"Tachigali panamensis","OBrienBCI1993","BCI50ha",NA,255620,NA,0.149,17.14,17.1193005919635,"tachve"
"8151",8152,8152,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000417,303225,1.3,0.013121516680628,1.95,0.887032010528367,"tachve"
"8152",8153,8153,"Tachigali panamensis","MullerLandauBCI2014","BCI50ha",20150417,144491,4,0.445,29.89900017,88.0900695511598,"tachve"
"8154",8155,8155,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000405,533039,1.25,0.0136104371715239,1.7,1.78973010030586,"tachve"
"8161",8162,8162,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000226,3154,1.04,0.0237637581202974,3.1,2.9024145299506,"tachve"
"8162",8163,8163,"Tachigali panamensis","MullerLandauBCI2014","BCI50ha",20150312,146382,3.15,0.831,37.67499924,525.323509348842,"tachve"
"8166",8167,8167,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000221,503301,1.28,0.00603996688732645,1.6,0.317008322125056,"tachve"
"8169",8170,8170,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000303,507110,1.25,0.012656903254746,1.75,0.432949647944022,"tachve"
"8170",8171,8171,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000422,20187,1.31,0.0212999014082225,4.05,3.79638544195726,"tachve"
"8171",8172,8172,"Tachigali panamensis","MullerLandauBCI2014","BCI50ha",20150430,214063,1.3,0.278,22.51099968,87.9592743574929,"tachve"
"8172",8173,8173,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000405,298329,1.31,0.0153191253014002,2.25,1.87460375309057,"tachve"
"8173",8174,8174,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000226,504087,1.3,0.0159915477674927,2.55,0.858618615496582,"tachve"
"8174",8175,8175,"Tachigali panamensis","MullerLandauBCI1996","BCI50ha",20000304,517027,1.28,0.0211482197832347,2.7,1.92046230076584,"tachve"
"8175",8176,8176,"Tachigali panamensis","MullerLandauBCI2014","BCI50ha",20150625,66360,4,0.791,35.60499954,516.697980858101,"tachve"
"8205",8206,8206,"Talisia nervosa","WrightBCI2007","BCI50ha",NA,40700,NA,0.07,7.67,1.32413046263061,"taline"
"8225",8226,8226,"Talisia nervosa","WrightBCI2007","BCI50ha",NA,125282,NA,0.074,6.44,1.41725111687152,"taline"
"8251",8252,8252,"Talisia nervosa","WrightBCI2007","BCI50ha",NA,76073,NA,0.081,8.77,3.5642455798907,"taline"
"8366",8367,8367,"Talisia nervosa","WrightBCI2007","BCI50ha",NA,41826,NA,0.068,7.63,4.95290368992759,"taline"
"8381",8382,8382,"Talisia croatii","WrightBCI2007","BCI50ha",NA,43522,NA,0.09,12.19,1.71789030197808,"talipr"
"8382",8383,8383,"Talisia croatii","WrightBCI2007","BCI50ha",NA,163317,NA,0.098,12.66,5.84375766214684,"talipr"
"8383",8384,8384,"Talisia croatii","WrightBCI2007","BCI50ha",NA,72684,NA,0.091,13.26,4.06384072426918,"talipr"
"8384",8385,8385,"Talisia croatii","WrightBCI2007","BCI50ha",NA,115108,NA,0.108,15.24,4.04418885543064,"talipr"
"8385",8386,8386,"Talisia croatii","WrightBCI2007","BCI50ha",NA,55675,NA,0.075,5.27,2.87583810707791,"talipr"
"8386",8387,8387,"Talisia croatii","WrightBCI2007","BCI50ha",NA,198835,NA,0.095,10.62,4.85008853364012,"talipr"
"8387",8388,8388,"Talisia croatii","WrightBCI2007","BCI50ha",NA,137277,NA,0.109,13.5,2.61245343597973,"talipr"
"8388",8389,8389,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,6018,NA,0.856,34.1312494591824,447.250334056278,"termam"
"8389",8390,8390,"Terminalia amazonia","MullerLandauBCI2014","BCI50ha",20150820,147736,3,0.425,34.79399872,59.0270957731427,"termam"
"8390",8391,8391,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,4545,NA,0.666,42.0572223743283,82.1286465266183,"termam"
"8392",8393,8393,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,4802,NA,0.539,28.789313774853,297.187927007338,"termam"
"8396",8397,8397,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,4454,NA,0.443,32.9837423347581,88.0840014402949,"termam"
"8397",8398,8398,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,13144,NA,0.498,24.9054840112725,83.2105721796774,"termam"
"8398",8399,8399,"Terminalia amazonia","WrightBCI2007","BCI50ha",NA,6173,NA,0.689,26.4023492844295,166.312017856226,"termam"
"8401",8402,8402,"Terminalia oblonga","BohlmanBCI1997","BCI50ha",NA,100045,NA,0.303,25.02,138.809841762517,"termob"
"8403",8404,8404,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20150515,4448,5.8,0.655,34.04199982,317.474409591763,"termob"
"8404",8405,8405,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,3671,NA,0.713,39.6502122207891,252.857530539985,"termob"
"8405",8406,8406,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20150518,274,6,0.605,41.79700089,111.599987788193,"termob"
"8407",8408,8408,"Terminalia oblonga","BohlmanBCI1997","BCI50ha",NA,180934,NA,0.205,17.44,90.563893117333,"termob"
"8408",8409,8409,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,4245,NA,0.61,25.3216648804997,408.593127901724,"termob"
"8409",8410,8410,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20150617,3682,5.9,0.665,39.6629982,180.64983646271,"termob"
"8414",8415,8415,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20150603,230,3,0.429,32.81000137,129.903304506139,"termob"
"8415",8416,8416,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,3593,NA,0.685,30.3724873015506,261.139620239608,"termob"
"8417",8418,8418,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20150518,272,3.2,0.484,38.875,218.303057321988,"termob"
"8420",8421,8421,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,3682,NA,0.65,39.5942708793803,185.455604499171,"termob"
"8421",8422,8422,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,4245,NA,0.61,32.1620833530669,261.397843133992,"termob"
"8422",8423,8423,"Terminalia oblonga","WrightBCI2007","BCI50ha",NA,3696,NA,0.665,45.3469958920582,440.745142256996,"termob"
"8425",8426,8426,"Terminalia oblonga","BohlmanBCI1997","BCI50ha",NA,4293,NA,0.38,36.82,123.277404969953,"termob"
"8427",8428,8428,"Terminalia oblonga","BohlmanBCI1997","BCI50ha",NA,4245,NA,0.608,35.55,387.870032235157,"termob"
"8429",8430,8430,"Terminalia oblonga","BohlmanBCI1997","BCI50ha",NA,4448,NA,0.739,30.91,410.889306059058,"termob"
"8433",8434,8434,"Terminalia oblonga","MullerLandauBCI2014","BCI50ha",20151002,3247,6.3,0.58,35.68299866,214.369255144957,"termob"
"8462",8463,8463,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,107340,NA,0.087,13.73,7.30396767293427,"tet2pa"
"8464",8465,8465,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000221,258228,1.34,0.0276319814707523,2.55,1.324637179238,"tet2pa"
"8465",8466,8466,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000304,283277,1.32,0.0151697330233594,3,1.46872887520406,"tet2pa"
"8468",8469,8469,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150928,171997,1.3,0.168,21.12700081,19.4360147042973,"tet2pa"
"8471",8472,8472,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,220515,NA,0.089,12.2,27.1232737056016,"tet2pa"
"8472",8473,8473,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,107633,NA,0.05,7.33,8.37925604628156,"tet2pa"
"8474",8475,8475,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,5120,NA,0.443,18.22,142.789107420378,"tet2pa"
"8479",8480,8480,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,156371,NA,0.137,8.51,12.6948148316649,"tet2pa"
"8482",8483,8483,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000302,413999,1.3,0.0111829334255373,1.65,0.520094232636637,"tet2pa"
"8484",8485,8485,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000308,282147,1.29,0.0167161179703901,2.3,1.62565561659807,"tet2pa"
"8491",8492,8492,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,4670,NA,0.383,22.79,95.6717610002668,"tet2pa"
"8500",8501,8501,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150406,69399,1.3,0.191,22.20000076,13.9469445451898,"tet2pa"
"8506",8507,8507,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,107008,NA,0.019,5.06,3.14045411872797,"tet2pa"
"8519",8520,8520,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000308,415041,1.3,0.0120957678549152,3,0.25644326319733,"tet2pa"
"8531",8532,8532,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,106895,NA,0.025,5.7,2.09990174593362,"tet2pa"
"8532",8533,8533,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150312,5223,3.9,0.766,37.95199966,429.760233917321,"tet2pa"
"8565",8566,8566,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000313,524262,1.3,0.0108197319744992,2.85,0.710970405967842,"tet2pa"
"8570",8571,8571,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150603,21374,1.3,0.348,24.98200035,152.523295944603,"tet2pa"
"8589",8590,8590,"Tetragastris panamensis","BohlmanBCI1997","BCI50ha",NA,7904,NA,0.616,30.7,289.809515064029,"tet2pa"
"8597",8598,8598,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,3734,NA,0.594,NA,417.542270233766,"tet2pa"
"8607",8608,8608,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000421,443410,1.29,0.0142592496296264,3.8,0.531839189582345,"tet2pa"
"8608",8609,8609,"Tetragastris panamensis","WrightBCI2007","BCI50ha",NA,2146,NA,0.678,29.4616682001542,654.530610296209,"tet2pa"
"8615",8616,8616,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151004,2270,3.35,0.491,34.92499924,150.829726275567,"tet2pa"
"8630",8631,8631,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,88521,NA,0.13,13.6,14.036326298686,"tet2pa"
"8645",8646,8646,"Tetragastris panamensis","WrightBCI2007","BCI50ha",NA,5223,NA,0.759,31.2351317049269,286.923014689841,"tet2pa"
"8650",8651,8651,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000304,511202,1.28,0.0195959179422654,2.35,1.59048825043176,"tet2pa"
"8663",8664,8664,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,166623,NA,0.217,17.64,20.7794151713007,"tet2pa"
"8664",8665,8665,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,4987,NA,0.421,18.23,68.8150700555852,"tet2pa"
"8665",8666,8666,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000224,270265,1.31,0.0169810953710295,2.5,0.521506974754551,"tet2pa"
"8679",8680,8680,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151018,228511,1.3,0.426,36.54299927,64.3817506978392,"tet2pa"
"8680",8681,8681,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,106836,NA,0.071,11.49,9.30499882528033,"tet2pa"
"8688",8689,8689,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000301,220777,1.31,0.0174613916971128,4.8,0.915496009691156,"tet2pa"
"8697",8698,8698,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,7025,NA,0.245,19.41,56.0437310710618,"tet2pa"
"8729",8730,8730,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,6074,NA,0.397,13.27,39.4486971290504,"tet2pa"
"8741",8742,8742,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150325,3734,4.35,0.603,31.03700066,120.157629689701,"tet2pa"
"8776",8777,8777,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150611,1471,3.1,0.567,26.0720005,125.737757600364,"tet2pa"
"8787",8788,8788,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150622,5525,1.3,0.471,26.40800095,91.8893285170956,"tet2pa"
"8807",8808,8808,"Tetragastris panamensis","SpiroBCI1993","BCI50ha",NA,106983,NA,0.014,3.54,0.468469203778318,"tet2pa"
"8808",8809,8809,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150610,6190,3,0.569,32.43399811,214.141331922356,"tet2pa"
"8825",8826,8826,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000308,3192,1.3,0.0110593037755548,2.6,0.511490995446444,"tet2pa"
"8826",8827,8827,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000228,3174,1.25,0.0134668778861323,2.25,0.579372840796229,"tet2pa"
"8827",8828,8828,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000228,3171,1.31,0.0135593141419469,3.25,0.547397110806804,"tet2pa"
"8835",8836,8836,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000228,3183,1.26,0.011302955365744,2.3,0.818381878758121,"tet2pa"
"8850",8851,8851,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000422,547978,1.3,0.015667316298588,3.95,0.771500171809344,"tet2pa"
"8854",8855,8855,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000303,226232,1.31,0.0156643703990936,3.4,0.664143670512522,"tet2pa"
"8860",8861,8861,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000422,546984,1.3,0.0138374275065852,3.55,0.745096639295565,"tet2pa"
"8865",8866,8866,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150518,291,1.3,0.562,27.8010006,129.996401926323,"tet2pa"
"8868",8869,8869,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000422,35945,1.32,0.0201657630651558,3,1.39236471507806,"tet2pa"
"8872",8873,8873,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000302,411048,1.3,0.0145380191222876,3.65,1.60449622164122,"tet2pa"
"8874",8875,8875,"Tetragastris panamensis","WrightBCI2007","BCI50ha",NA,1024,NA,0.699,33.1394879364174,262.71205044936,"tet2pa"
"8875",8876,8876,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151009,7233,1.3,0.489,28.95400047,184.68957579594,"tet2pa"
"8906",8907,8907,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151013,526,3.4,0.345,24.3920002,44.1214882523273,"tet2pa"
"8910",8911,8911,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151012,5450,4.8,0.56,21.94300079,225.922059356019,"tet2pa"
"8911",8912,8912,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000226,3158,1.02,0.00975617753016006,1.75,0.588232430544353,"tet2pa"
"8913",8914,8914,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151013,142,4,0.479,27.12000084,86.8891159723046,"tet2pa"
"8915",8916,8916,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000309,286189,1.3,0.0111004729628967,2.25,0.244469429313982,"tet2pa"
"8918",8919,8919,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000408,300127,1.3,0.0136468164785784,1.9,1.10425421056996,"tet2pa"
"8951",8952,8952,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150330,3856,3,0.517,29.73500061,174.459174339705,"tet2pa"
"8964",8965,8965,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000308,414101,1.3,0.017022009282103,4.05,1.09660984099041,"tet2pa"
"8977",8978,8978,"Tetragastris panamensis","WrightBCI2007","BCI50ha",NA,1442,NA,0.654,31.8019757430606,66.5053894883913,"tet2pa"
"8982",8983,8983,"Tetragastris panamensis","MullerLandauBCI1996","BCI50ha",20000417,66206,1.32,0.0175905656532131,3.45,1.98457004122578,"tet2pa"
"8989",8990,8990,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20150622,5322,3.3,0.468,33.38899994,407.969841895557,"tet2pa"
"9004",9005,9005,"Tetragastris panamensis","MullerLandauBCI2014","BCI50ha",20151015,142883,3.4,0.39,23.78100014,46.7126365246207,"tet2pa"
