"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"5316",5317,5317,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150625,75077,3,0.646,43.52899933,176.710358934385,"ocotwh"
"5317",5318,5318,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150924,6631,3.5,0.4,23.90600014,45.3901838132819,"ocotwh"
"5318",5319,5319,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151004,1903,4,0.528,24.49200058,115.603794270271,"ocotwh"
"5321",5322,5322,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150912,4507,1.3,0.582,30.06399918,261.459711383527,"ocotwh"
"5322",5323,5323,"Ocotea whitei","SpiroBCI1993","BCI50ha",NA,2599,NA,0.524,37.74,150.810092968313,"ocotwh"
"5323",5324,5324,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150427,8199,4,0.635,33.10200119,96.4839198416192,"ocotwh"
"5325",5326,5326,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150519,1660,6.45,0.797,33.18299866,95.6444520667253,"ocotwh"
"5326",5327,5327,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150625,2938,3,0.555,36.00799942,58.0048084798988,"ocotwh"
"5329",5330,5330,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150919,140638,3,0.47,35.76499939,44.5067371481002,"ocotwh"
"5331",5332,5332,"Ocotea whitei","WrightBCI2007","BCI50ha",NA,1338,NA,0.669,31.706768983754,141.006913261458,"ocotwh"
"5333",5334,5334,"Ocotea whitei","OBrienBCI1993","BCI50ha",NA,7816,NA,0.471,25.45,117.913250641093,"ocotwh"
"5334",5335,5335,"Ocotea whitei","SpiroBCI1993","BCI50ha",NA,85629,NA,0.187,15.92,26.2340258293155,"ocotwh"
"5336",5337,5337,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150827,4269,6.05,0.72,36.0379982,116.50224283855,"ocotwh"
"5340",5341,5341,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151009,8086,1.3,0.392,26.42900085,140.458379184714,"ocotwh"
"5342",5343,5343,"Ocotea whitei","SpiroBCI1993","BCI50ha",NA,2959,NA,0.287,18.15,63.8107496147495,"ocotwh"
"5343",5344,5344,"Ocotea whitei","WrightBCI2007","BCI50ha",NA,4269,NA,0.684,36.2904761775433,96.1656418080703,"ocotwh"
"5344",5345,5345,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151004,1895,3,0.652,31.84199905,225.290828161287,"ocotwh"
"5345",5346,5346,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151002,91258,3,0.373,25.4090004,52.8919350307881,"ocotwh"
"5346",5347,5347,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151004,1892,3.9,0.733,28.84900093,229.215205678524,"ocotwh"
"5347",5348,5348,"Ocotea whitei","SpiroBCI1993","BCI50ha",NA,2955,NA,0.278,28.2,51.1313342408329,"ocotwh"
"5348",5349,5349,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150919,4620,3.5,0.495,32.77099991,108.161582567026,"ocotwh"
"5350",5351,5351,"Ocotea whitei","SpiroBCI1993","BCI50ha",NA,4620,NA,0.276,22.21,19.0059967218466,"ocotwh"
"5351",5352,5352,"Ocotea whitei","WrightBCI2007","BCI50ha",NA,1892,NA,0.705,27.2620809440628,50.3601679444378,"ocotwh"
"5353",5354,5354,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150907,1662,4,0.685,29.32600021,73.4175160562219,"ocotwh"
"5356",5357,5357,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20150624,4635,6.2,0.802,37.73899841,271.800211791354,"ocotwh"
"5357",5358,5358,"Ocotea whitei","MullerLandauBCI2014","BCI50ha",20151002,85629,3,0.368,30.65999985,42.9776558712992,"ocotwh"
"5361",5362,5362,"Ormosia coccinea","MullerLandauBCI2014","BCI50ha",20150907,2015,4.2,0.9,36.61500168,265.63341293131,"ormocr"
"5363",5364,5364,"Ormosia coccinea","WrightBCI2007","BCI50ha",NA,87041,NA,0.09,12.04,19.2146563297282,"ormocr"
"5364",5365,5365,"Ormosia coccinea","WrightBCI2007","BCI50ha",NA,114797,NA,0.086,13.72,3.49888540788109,"ormocr"
"5365",5366,5366,"Ormosia coccinea","WrightBCI2007","BCI50ha",NA,2015,NA,0.898,34.3847828709823,362.147778119367,"ormocr"
"5366",5367,5367,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,248442,NA,0.081,12.7,5.95661846788116,"ormoma"
"5367",5368,5368,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,146523,NA,0.1,10.9,8.36759488548068,"ormoma"
"5368",5369,5369,"Ormosia macrocalyx","OBrienBCI1993","BCI50ha",NA,199270,NA,0.03,3.4,0.767374149418933,"ormoma"
"5369",5370,5370,"Ormosia macrocalyx","MullerLandauBCI2014","BCI50ha",20150617,2858,3.14,0.749,34.9980011,188.621247308798,"ormoma"
"5370",5371,5371,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,188962,NA,0.055,4.24,1.65423654521271,"ormoma"
"5371",5372,5372,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,119094,NA,0.056,7.71,3.33607870634705,"ormoma"
"5372",5373,5373,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,2858,NA,0.729,30.4202100052151,101.631145641653,"ormoma"
"5374",5375,5375,"Ormosia macrocalyx","MullerLandauBCI2014","BCI50ha",20150926,5955,3,0.643,31.86300087,104.101848456511,"ormoma"
"5375",5376,5376,"Ormosia macrocalyx","WrightBCI2007","BCI50ha",NA,5955,NA,0.629,35.8442592161583,28.3868404293564,"ormoma"
"5386",5387,5387,"Ouratea lucens","WrightBCI2007","BCI50ha",NA,165899,NA,0.065,11.82,2.30275493736884,"ouralu"
"5391",5392,5392,"Ouratea lucens","WrightBCI2007","BCI50ha",NA,212556,NA,0.082,9.9,5.06851467299951,"ouralu"
"5401",5402,5402,"Ouratea lucens","WrightBCI2007","BCI50ha",NA,156594,NA,0.068,12.48,2.88171991005194,"ouralu"
"5407",5408,5408,"Ouratea lucens","WrightBCI2007","BCI50ha",NA,88440,NA,0.075,12.74,5.75644396680409,"ouralu"
"5421",5422,5422,"Ouratea lucens","WrightBCI2007","BCI50ha",NA,51697,NA,0.065,10.92,6.07219520086407,"ouralu"
"5473",5474,5474,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,60166,NA,0.201,12.481260068624,24.5453061065582,"perexa"
"5475",5476,5476,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,228008,NA,0.17,12.95,56.191470138097,"perexa"
"5483",5484,5484,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,227860,NA,0.153,16.2638836422349,17.640476391569,"perexa"
"5486",5487,5487,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,219278,NA,0.162,15.9096765969848,76.5927119618427,"perexa"
"5500",5501,5501,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,229122,NA,0.15,12.7665896176777,48.5813971025632,"perexa"
"5506",5507,5507,"Perebea xanthochyma","WrightBCI2007","BCI50ha",NA,228774,NA,0.186,14.27,42.1697203306967,"perexa"
"5511",5512,5512,"Cinnamomum triplinerve","WrightBCI2007","BCI50ha",NA,305241,NA,0.102,15.95,3.46638898707523,"phoeci"
"5513",5514,5514,"Cinnamomum triplinerve","WrightBCI2007","BCI50ha",NA,45186,NA,0.195,23.3874152467552,14.0946490587373,"phoeci"
"5517",5518,5518,"Cinnamomum triplinerve","WrightBCI2007","BCI50ha",NA,313062,NA,0.217,22.4304583970966,18.5800743731076,"phoeci"
"5524",5525,5525,"Cinnamomum triplinerve","WrightBCI2007","BCI50ha",NA,212420,NA,0.134,15.35,7.11481684579578,"phoeci"
"5529",5530,5530,"Cinnamomum triplinerve","MullerLandauBCI2014","BCI50ha",20151013,45186,1.3,0.335,25.07500076,46.3078001629894,"phoeci"
"5539",5540,5540,"Cinnamomum triplinerve","WrightBCI2007","BCI50ha",NA,3113,NA,0.354,17.052588807288,76.39784649478,"phoeci"
"5542",5543,5543,"Picramnia latifolia","WrightBCI2007","BCI50ha",NA,86593,NA,0.158,11.45,9.80973488269494,"picrla"
"5548",5549,5549,"Picramnia latifolia","OBrienBCI1993","BCI50ha",NA,265440,NA,0.011,3.5,0.266330158683185,"picrla"
"5550",5551,5551,"Picramnia latifolia","WrightBCI2007","BCI50ha",NA,96228,NA,0.174,12.13,17.962322918741,"picrla"
"5555",5556,5556,"Picramnia latifolia","WrightBCI2007","BCI50ha",NA,65291,NA,0.218,12.77,71.61744056847,"picrla"
"5556",5557,5557,"Picramnia latifolia","WrightBCI2007","BCI50ha",NA,36309,NA,0.165,13.55,12.1489652037019,"picrla"
"5557",5558,5558,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,115549,NA,0.075,9.36,12.9861985227638,"pipere"
"5558",5559,5559,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,106858,NA,0.099,12.58,46.9648069039865,"pipere"
"5559",5560,5560,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,166746,NA,0.082,8.17,7.6456025380358,"pipere"
"5560",5561,5561,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,128232,NA,0.081,10.4601172213248,26.4663014973513,"pipere"
"5561",5562,5562,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,200551,NA,0.126,11,15.9135638045339,"pipere"
"5562",5563,5563,"Piper reticulatum","WrightBCI2007","BCI50ha",NA,188931,NA,0.082,10.6,12.2560736061279,"pipere"
"5569",5570,5570,"Platymiscium pinnatum","OBrienBCI1993","BCI50ha",NA,3003,NA,0.746,32.18,133.801531624469,"pla1pi"
"5571",5572,5572,"Platymiscium pinnatum","WrightBCI2007","BCI50ha",NA,7691,NA,0.764,26.1761962636314,192.079294502425,"pla1pi"
"5572",5573,5573,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150918,3403,3.5,0.537,30.10199928,99.7201034780398,"pla1pi"
"5573",5574,5574,"Platymiscium pinnatum","WrightBCI2007","BCI50ha",NA,6871,NA,0.716,26.1786745377446,134.987663380685,"pla1pi"
"5576",5577,5577,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150624,3003,3.2,0.8,38.74900055,206.487102433297,"pla1pi"
"5579",5580,5580,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150624,3258,4.65,0.628,31.06299973,57.9247837935145,"pla1pi"
"5580",5581,5581,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150325,3732,3.2,0.546,33.10300064,77.0223109890325,"pla1pi"
"5581",5582,5582,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150522,5380,1.3,0.654,25.30200005,165.261996564985,"pla1pi"
"5585",5586,5586,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150324,3742,2.2,0.52,35.09199905,123.498046071157,"pla1pi"
"5587",5588,5588,"Platymiscium pinnatum","BohlmanBCI1997","BCI50ha",NA,4484,NA,0.408,30.4,64.9182932515703,"pla1pi"
"5590",5591,5591,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150904,8214,4,0.525,25.89999962,131.337911065632,"pla1pi"
"5594",5595,5595,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150423,7691,3.9,0.83,36.2840004,249.228213139062,"pla1pi"
"5596",5597,5597,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150920,5633,3,0.45,30.9640007,74.4260513169781,"pla1pi"
"5598",5599,5599,"Platymiscium pinnatum","BohlmanBCI1997","BCI50ha",NA,8214,NA,0.533,27.59,68.8475971338279,"pla1pi"
"5599",5600,5600,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150618,7362,1.3,0.727,33.30699921,296.814249390414,"pla1pi"
"5600",5601,5601,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150912,4394,3,0.777,32.70999908,68.3528125309285,"pla1pi"
"5601",5602,5602,"Platymiscium pinnatum","MullerLandauBCI2014","BCI50ha",20150610,5988,3,0.606,37.97399902,155.474694983083,"pla1pi"
"5602",5603,5603,"Platymiscium pinnatum","WrightBCI2007","BCI50ha",NA,4031,NA,0.7,37.1469725332196,166.262606819907,"pla1pi"
"5603",5604,5604,"Platymiscium pinnatum","WrightBCI2007","BCI50ha",NA,7362,NA,0.693,28.9566914761274,83.8682256282054,"pla1pi"
"5607",5608,5608,"Platymiscium pinnatum","OBrienBCI1993","BCI50ha",NA,3732,NA,0.622,33.7,164.808561333405,"pla1pi"
"5608",5609,5609,"Platypodium elegans","WrightBCI2007","BCI50ha",NA,4431,NA,1.319,35.6778592161583,90.9988211732406,"pla2el"
"5610",5611,5611,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150529,7072,5.5,1.05,37.43399811,220.455736880168,"pla2el"
"5611",5612,5612,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150618,7030,4,0.593,34.14899826,100.482677471449,"pla2el"
"5612",5613,5613,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150522,4391,3,0.97,38.35499954,215.506298680437,"pla2el"
"5613",5614,5614,"Platypodium elegans","BohlmanBCI1997","BCI50ha",NA,7072,NA,1.141,40.09,582.317377402894,"pla2el"
"5615",5616,5616,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150417,4431,4,1.324,34.95199966,234.341295052535,"pla2el"
"5617",5618,5618,"Platypodium elegans","BohlmanBCI1997","BCI50ha",NA,4391,NA,0.947,41.25,237.299111034818,"pla2el"
"5619",5620,5620,"Platypodium elegans","WrightBCI2007","BCI50ha",NA,2384,NA,1.051,31.0920741257819,192.236409617874,"pla2el"
"5620",5621,5621,"Platypodium elegans","BohlmanBCI1997","BCI50ha",NA,6444,NA,0.569,30.9,164.425837593135,"pla2el"
"5621",5622,5622,"Platypodium elegans","WrightBCI2007","BCI50ha",NA,4391,NA,0.964,35.3937537890754,515.715988598864,"pla2el"
"5622",5623,5623,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150522,5337,2.3,0.869,34.31900024,377.088976130051,"pla2el"
"5629",5630,5630,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150304,3451,1.3,0.496,24.70800018,44.8514269227903,"pla2el"
"5630",5631,5631,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150331,2384,3.2,1.076,33.81800079,369.128095185643,"pla2el"
"5631",5632,5632,"Platypodium elegans","BohlmanBCI1997","BCI50ha",NA,4228,NA,0.987,41.18,186.010349956925,"pla2el"
"5639",5640,5640,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150515,5746,3.4,1.008,32.17399979,176.841832566497,"pla2el"
"5640",5641,5641,"Platypodium elegans","WrightBCI2007","BCI50ha",NA,2059,NA,1.343,35.8348738309944,197.093220133708,"pla2el"
"5641",5642,5642,"Platypodium elegans","BohlmanBCI1997","BCI50ha",NA,7652,NA,0.492,27.04,109.880273883592,"pla2el"
"5646",5647,5647,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20151002,3252,1.3,0.444,38.29399872,83.7671838280914,"pla2el"
"5649",5650,5650,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150624,3946,2,0.901,37.05799866,118.680130118201,"pla2el"
"5652",5653,5653,"Platypodium elegans","WrightBCI2007","BCI50ha",NA,5746,NA,1.001,35.1515112873744,171.480581970326,"pla2el"
"5656",5657,5657,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150428,6444,3.9,0.671,31.28100014,109.800404079311,"pla2el"
"5657",5658,5658,"Platypodium elegans","MullerLandauBCI2014","BCI50ha",20150402,2059,3.5,1.344,35.35900116,258.258198475837,"pla2el"
"5662",5663,5663,"Pachira sessilis","BohlmanBCI1997","BCI50ha",NA,123889,NA,0.212,16.2,17.1208440382292,"pochse"
"5664",5665,5665,"Pachira sessilis","OBrienBCI1993","BCI50ha",NA,123861,NA,0.023,3.77,1.53349133763519,"pochse"
"5666",5667,5667,"Pachira sessilis","WrightBCI2007","BCI50ha",NA,3818,NA,0.509,30.1797531939695,36.1875653462974,"pochse"
"5671",5672,5672,"Pachira sessilis","WrightBCI2007","BCI50ha",NA,119328,NA,0.157,15.15,10.8301404877513,"pochse"
"5673",5674,5674,"Pachira sessilis","WrightBCI2007","BCI50ha",NA,3799,NA,0.667,28.678949174381,150.963187064987,"pochse"
"5674",5675,5675,"Pachira sessilis","OBrienBCI1993","BCI50ha",NA,293951,NA,0.019,3.62,1.00766385462821,"pochse"
"5675",5676,5676,"Pachira sessilis","OBrienBCI1993","BCI50ha",NA,118943,NA,0.086,10.84,3.98194565375089,"pochse"
"5682",5683,5683,"Pachira sessilis","BohlmanBCI1997","BCI50ha",NA,3799,NA,0.688,34.15,123.22144886453,"pochse"
"5686",5687,5687,"Pachira sessilis","WrightBCI2007","BCI50ha",NA,118746,NA,0.222,20.1503832711228,22.8725689509881,"pochse"
"5696",5697,5697,"Pachira sessilis","BohlmanBCI1997","BCI50ha",NA,3818,NA,0.495,29.9,62.3747867465135,"pochse"
"5703",5704,5704,"Poulsenia armata","OBrienBCI1993","BCI50ha",NA,285074,NA,0.016,2,0.58846865028479,"poular"
"5707",5708,5708,"Poulsenia armata","WrightBCI2007","BCI50ha",NA,1099,NA,0.834,37.2316220681581,76.4657607413499,"poular"
"5718",5719,5719,"Poulsenia armata","WrightBCI2007","BCI50ha",NA,961,NA,0.838,36.5746865838192,121.015694859079,"poular"
"5724",5725,5725,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20151008,41568,5,0.43,32.70399857,53.6380711774992,"poular"
"5725",5726,5726,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20150822,363,3.2,0.51,32.56399918,36.6342995827454,"poular"
"5738",5739,5739,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20150409,967,5.6,0.485,35.35100174,124.589734197737,"poular"
"5740",5741,5741,"Poulsenia armata","BohlmanBCI1997","BCI50ha",NA,7006,NA,0.819,27.9,90.9247655660202,"poular"
"5744",5745,5745,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20150831,218488,3.5,0.471,33.60699844,38.9584972236604,"poular"
"5759",5760,5760,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20150822,28494,3.15,0.419,29.4829998,42.7458448781663,"poular"
"5760",5761,5761,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20151002,2567,4,0.806,41.79800034,156.462113882879,"poular"
"5762",5763,5763,"Poulsenia armata","WrightBCI2007","BCI50ha",NA,2567,NA,0.8,35.8557736026089,109.551344130826,"poular"
"5766",5767,5767,"Poulsenia armata","WrightBCI2007","BCI50ha",NA,4621,NA,0.773,33.7295620922791,137.037867761082,"poular"
"5768",5769,5769,"Poulsenia armata","MullerLandauBCI2014","BCI50ha",20151008,1258,3.5,0.588,32.54199982,92.8009118751854,"poular"
"5770",5771,5771,"Poulsenia armata","WrightBCI2007","BCI50ha",NA,958,NA,0.968,37.5306882646108,173.363859122272,"poular"
"5777",5778,5778,"Pourouma bicolor","WrightBCI2007","BCI50ha",NA,19594,NA,0.349,24.5931472614119,43.8362691202637,"pourbi"
"5788",5789,5789,"Pourouma bicolor","WrightBCI2007","BCI50ha",NA,400788,NA,0.342,18.5287309159407,29.9278074133968,"pourbi"
"5799",5800,5800,"Pourouma bicolor","WrightBCI2007","BCI50ha",NA,8000,NA,0.425,21.6686539911959,109.298509846679,"pourbi"
"5812",5813,5813,"Pourouma bicolor","WrightBCI2007","BCI50ha",NA,8013,NA,0.429,18.8167964073663,177.511419530615,"pourbi"
"5814",5815,5815,"Pourouma bicolor","WrightBCI2007","BCI50ha",NA,8037,NA,0.52,22.52893446391,162.856198194427,"pourbi"
"5819",5820,5820,"Pourouma bicolor","MullerLandauBCI2014","BCI50ha",20150904,400788,1.3,0.42,22.47800064,106.905304269078,"pourbi"
"5831",5832,5832,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20151002,3259,4.6,0.657,28.85899925,208.895679362327,"poutre"
"5832",5833,5833,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,7655,NA,0.781,38.1774120821521,197.417921378931,"poutre"
"5835",5836,5836,"Pouteria reticulata","OBrienBCI1993","BCI50ha",NA,226250,NA,0.031,5.5,1.34420237084031,"poutre"
"5836",5837,5837,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,331,NA,0.694,31.7131958344423,74.4322387319459,"poutre"
"5841",5842,5842,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150423,7655,3.2,0.809,34.51800156,98.7748975413214,"poutre"
"5846",5847,5847,"Pouteria reticulata","SpiroBCI1993","BCI50ha",NA,92215,NA,0.05,8.93,3.75516089192514,"poutre"
"5850",5851,5851,"Pouteria reticulata","BohlmanBCI1997","BCI50ha",NA,8323,NA,0.531,27.6,86.6907372026075,"poutre"
"5852",5853,5853,"Pouteria reticulata","OBrienBCI1993","BCI50ha",NA,232055,NA,0.123,13.18,14.2996787819635,"poutre"
"5853",5854,5854,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150820,4751,3,0.684,29.12800026,162.539161709128,"poutre"
"5854",5855,5855,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20151014,390,4,0.486,32.56499863,78.9432112339616,"poutre"
"5856",5857,5857,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150603,153,2.95,0.428,22.61300087,71.8113370337489,"poutre"
"5859",5860,5860,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150920,5949,4.7,0.408,30.70299911,48.1993253986343,"poutre"
"5860",5861,5861,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150414,8323,3.3,0.535,32.17100143,80.4789948838191,"poutre"
"5869",5870,5870,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,2052,NA,0.732,29.0623586544377,275.396414077427,"poutre"
"5870",5871,5871,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,892,NA,0.865,32.7438934411572,177.092100127572,"poutre"
"5875",5876,5876,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,14992,NA,0.677,31.56529041749,409.397405173189,"poutre"
"5880",5881,5881,"Pouteria reticulata","WrightBCI2007","BCI50ha",NA,5203,NA,0.696,28.6010410498649,153.154291888646,"poutre"
"5888",5889,5889,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150401,3556,3.5,0.344,24.81399918,46.3638812478484,"poutre"
"5890",5891,5891,"Pouteria reticulata","OBrienBCI1993","BCI50ha",NA,120933,NA,0.044,8.86,6.06577450975571,"poutre"
"5894",5895,5895,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150611,892,6,0.798,34.34000015,83.5601957842429,"poutre"
"5895",5896,5896,"Pouteria reticulata","OBrienBCI1993","BCI50ha",NA,8375,NA,0.529,39,51.5474771012731,"poutre"
"5896",5897,5897,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150921,5542,3,0.57,25.80200005,288.850331460614,"poutre"
"5899",5900,5900,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150304,3444,3.7,0.606,27.71299934,290.043000908034,"poutre"
"5901",5902,5902,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150820,4759,3,0.419,25.14900017,183.597876529299,"poutre"
"5902",5903,5903,"Pouteria reticulata","OBrienBCI1993","BCI50ha",NA,177535,NA,0.24,18.14,88.6646417998032,"poutre"
"5907",5908,5908,"Pouteria reticulata","BohlmanBCI1997","BCI50ha",NA,5949,NA,0.331,28.23,218.414971040128,"poutre"
"5910",5911,5911,"Pouteria reticulata","BohlmanBCI1997","BCI50ha",NA,7940,NA,0.426,30.2,43.8486204987837,"poutre"
"5918",5919,5919,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150923,211500,3,0.347,27.31699944,103.690356443138,"poutre"
"5919",5920,5920,"Pouteria reticulata","MullerLandauBCI2014","BCI50ha",20150312,4899,3.1,0.532,33.35800171,123.097295199566,"poutre"
"5925",5926,5926,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,120921,NA,0.076,9.41,21.8624530067358,"pri2co"
"5926",5927,5927,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,407036,1.3,0.0173091420931252,3.1,3.96341772390782,"pri2co"
"5927",5928,5928,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150522,5060,3,0.893,36.72499847,294.558450603615,"pri2co"
"5931",5932,5932,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,235309,1.3,0.0166015420970463,2.1,2.58347367679386,"pri2co"
"5933",5934,5934,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,405999,1.32,0.0104455301445164,1.85,1.10104179164435,"pri2co"
"5935",5936,5936,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,4035,NA,0.967,39.13,675.033722466512,"pri2co"
"5936",5937,5937,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,200257,1.29,0.0158116602543819,2.3,1.30164816462408,"pri2co"
"5939",5940,5940,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,117782,NA,0.159,13.23,8.46915068169284,"pri2co"
"5942",5943,5943,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150923,7298,1.3,0.962,35.72100067,250.732388658054,"pri2co"
"5945",5946,5946,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150923,7319,1.3,0.632,28.46999931,147.712714052252,"pri2co"
"5949",5950,5950,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000303,211322,1.3,0.0229187434210517,3.55,3.523862808583,"pri2co"
"5950",5951,5951,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,205305,1.31,0.0175870890143878,2.8,2.19730027389237,"pri2co"
"5951",5952,5952,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,171216,NA,0.087,5.13,18.7331969252966,"pri2co"
"5952",5953,5953,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,264794,1.26,0.0113030084490812,2.2,0.992372599584215,"pri2co"
"5953",5954,5954,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,4152,NA,0.435,24.33,89.0975161373786,"pri2co"
"5958",5959,5959,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000309,156068,1.25,0.0160995838455533,1.65,1.74509906646663,"pri2co"
"5964",5965,5965,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170752,NA,0.022,3.33,1.95884463669295,"pri2co"
"5967",5968,5968,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150610,7287,1.3,1.136,42.14199829,141.268251382305,"pri2co"
"5969",5970,5970,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20151009,7360,1.3,0.53,33.98799896,51.785873699523,"pri2co"
"5970",5971,5971,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150330,3851,1.3,1.095,34.07400131,1205.57182986536,"pri2co"
"5972",5973,5973,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000224,226682,1.25,0.0183778127098956,2.6,3.24296655680624,"pri2co"
"5975",5976,5976,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,235277,1.29,0.0191235979878265,2.65,4.56973905987991,"pri2co"
"5976",5977,5977,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,3173,0.96,0.0113328460679566,1.45,1.1305969577322,"pri2co"
"5978",5979,5979,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150312,5215,5,1.205,39.35800171,332.703875701817,"pri2co"
